No,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
6488,FDA49,19.7,1,.064909488,6,88.5198,7,2004,1,2,2,1308.297
6730,FDH60,19.7,2,.08073703,7,197.011,9,1997,1,1,2,3338.987
7515,FDQ01,19.7,2,.160671255,6,254.7014,7,2004,1,2,2,3570.0196
791,NCZ06,19.6,1,.094083303,3,252.2698,2,1987,3,3,2,2790.3678
1201,FDO58,19.6,1,.039544237,2,163.6526,2,1987,3,3,2,1151.1682
2420,NCB18,19.6,1,.041256807,3,88.8514,2,1987,3,3,2,2125.2336
2613,NCC07,19.6,1,.023931217,3,103.1964,2,1987,3,3,2,736.3748
3592,FDX04,19.6,2,.041536962,4,46.0376,2,1987,3,3,2,527.3136
4935,DRI25,19.6,1,.03387323,9,56.1614,2,1987,3,3,2,828.921
5581,FDL09,19.6,2,.127929521,2,167.4816,2,1987,3,3,2,3691.1952
7796,NCL05,19.6,1,.047857804,8,45.077,2,1987,3,3,2,605.878
2562,NCL05,19.6,1,0,8,42.877,10,1999,2,1,2,649.155
2697,NCB18,19.6,1,.041355366,3,88.7514,10,1999,2,1,2,2656.542
3425,FDL09,19.6,2,.128235131,2,169.2816,10,1999,2,1,2,1174.4712
3444,FDX04,19.6,2,.04163619,4,47.3376,10,1999,2,1,2,1150.5024
3451,NCC07,19.6,1,.023988387,3,104.5964,10,1999,2,1,2,1262.3568
4286,DRI25,19.6,1,.03395415,9,56.4614,10,1999,2,1,2,773.6596
4626,NCZ06,19.6,1,.094308058,3,251.8698,10,1999,2,1,2,3551.3772
4798,NCP05,19.6,1,.025325897,8,150.9024,10,1999,2,1,2,3795.06
5750,DRE03,19.6,1,.024264569,5,46.5718,10,1999,2,1,2,1607.2412
7956,FDO58,19.6,1,.039638705,2,166.0526,10,1999,2,1,2,3124.5994
1300,FDO58,19.6,1,.039577173,2,166.1526,9,1997,1,1,2,2960.1468
1453,DRI25,19.6,1,.033901442,9,56.2614,9,1997,1,1,2,773.6596
1531,DRE03,19.6,1,.024226902,5,48.7718,9,1997,1,1,2,236.359
1705,FDL09,19.6,2,.128011859,2,166.8816,7,2004,1,2,2,1845.5976
1839,FDO58,19.6,1,.039569689,2,165.9526,7,2004,1,2,2,2631.2416
1901,NCZ06,19.6,1,.094161662,3,251.9698,9,1997,1,1,2,4566.0564
2504,NCL05,19.6,1,.047888606,8,42.277,7,2004,1,2,2,605.878
2820,DRE03,19.6,1,.024222321,5,45.5718,7,2004,1,2,2,945.436
2940,NCB18,19.6,1,.041283361,3,87.0514,7,2004,1,2,2,2125.2336
3132,NCC07,19.6,1,.023951149,3,105.6964,9,1997,1,1,2,1577.946
3733,NCL05,19.6,1,.047897663,8,44.677,9,1997,1,1,2,173.108
5488,NCP05,19.6,1,.025286583,8,151.8024,9,1997,1,1,2,1366.2216
6000,NCB18,19.6,1,.041291169,3,86.9514,9,1997,1,1,2,1416.8224
6325,FDX04,19.6,2,.041571557,4,49.9376,9,1997,1,1,2,623.1888
6795,NCP05,19.6,1,.025281802,8,152.0024,7,2004,1,2,2,2884.2456
7315,NCC07,19.6,1,.02394662,3,106.9964,7,2004,1,2,2,1788.3388
7801,FDX04,19.6,2,.041563696,4,47.6376,7,2004,1,2,2,335.5632
1668,DRL01,19.5,2,.077108099,9,232.8958,2,1987,3,3,2,5608.6992
4259,FDW49,19.5,1,.082483516,6,179.2002,2,1987,3,3,2,2865.6032
6970,NCO54,19.5,1,.014262413,3,57.1614,2,1987,3,3,2,331.5684
8431,NCO30,19.5,1,.015711807,3,181.8608,2,1987,3,3,2,4042.7376
348,NCO30,19.5,1,.015749341,3,182.2608,10,1999,2,1,2,3307.6944
792,FDW49,19.5,1,0,6,179.3002,10,1999,2,1,2,2328.3026
2041,DRL01,19.5,2,.077292302,9,235.3958,10,1999,2,1,2,6309.7866
4923,FDV35,19.5,1,.128405328,11,156.4314,10,1999,2,1,2,2326.971
5472,NCO54,19.5,1,.014296484,3,53.7614,10,1999,2,1,2,1436.7964
6825,FDU49,19.5,2,.030742083,6,85.554,10,1999,2,1,2,1211.756
729,FDW49,19.5,1,.082552214,6,179.8002,9,1997,1,1,2,716.4008
750,FDB38,19.5,2,.0273467,6,158.992,9,1997,1,1,2,1757.712
1661,NCO30,19.5,1,.01572192,3,185.6608,7,2004,1,2,2,918.804
2002,FDV35,19.5,1,.128206001,11,155.9314,9,1997,1,1,2,3878.285
2755,FDU49,19.5,2,.030688557,6,85.754,7,2004,1,2,2,2163.85
4269,NCO54,19.5,1,.014274292,3,55.6614,9,1997,1,1,2,718.3982
4882,FDV35,19.5,1,.128181759,11,156.1314,7,2004,1,2,2,2792.3652
5422,FDW49,19.5,1,.082536604,6,177.2002,7,2004,1,2,2,2149.2024
6099,DRL01,19.5,2,.077157727,9,232.4958,7,2004,1,2,2,2804.3496
6444,FDB38,19.5,2,.027341529,6,158.292,7,2004,1,2,2,3994.8
515,FDL48,19.35,2,.082197959,7,49.2034,2,1987,3,3,2,729.051
952,FDD05,19.35,1,.016597651,4,121.5098,2,1987,3,3,2,2892.2352
1334,FDH19,19.35,1,.033060937,10,172.4738,2,1987,3,3,2,1911.5118
3934,FDE33,19.35,2,.049594299,1,77.0644,2,1987,3,3,2,2278.3676
5160,FDU20,19.35,2,.021439694,1,119.7098,2,1987,3,3,2,1325.6078
7422,FDU43,19.35,2,0,1,238.6564,2,1987,3,3,2,3575.346
8170,FDJ60,19.35,2,.062476391,7,164.5184,2,1987,3,3,2,1651.184
8196,DRA24,19.35,2,.039895009,9,162.4868,2,1987,3,3,2,4422.2436
8311,FDN39,19.35,2,0,10,169.0816,2,1987,3,3,2,3523.4136
1513,FDE33,19.35,2,.049712775,1,78.2644,10,1999,2,1,2,1492.7236
2151,FDD05,19.35,1,.016637301,4,120.9098,10,1999,2,1,2,1687.1372
2366,FDS34,19.35,2,.076878416,2,113.9518,10,1999,2,1,2,1138.518
2986,FDL48,19.35,2,.082394321,7,48.5034,10,1999,2,1,2,243.017
4312,FDR22,19.35,2,.018591464,2,112.9544,10,1999,2,1,2,1342.2528
4321,FDU20,19.35,2,.021490911,1,122.1098,10,1999,2,1,2,2892.2352
6864,DRA24,19.35,2,.039990314,9,165.0868,10,1999,2,1,2,982.7208
7322,FDJ60,19.35,2,.062625641,7,165.3184,10,1999,2,1,2,1651.184
7549,NCP17,19.35,1,.02775746,8,62.5168,10,1999,2,1,2,1534.0032
67,FDH19,19.35,1,.033082215,10,172.5738,7,2004,1,2,2,4865.6664
414,FDH19,19.35,1,.033088472,10,175.4738,9,1997,1,1,2,521.3214
554,FDN39,19.35,2,.065520388,10,168.3816,9,1997,1,1,2,1342.2528
719,FDN20,19.35,1,.026181893,1,167.0474,9,1997,1,1,2,2358.2636
1864,FDU20,19.35,2,.021453493,1,120.3098,7,2004,1,2,2,2530.7058
2515,FDN45,19.35,1,.118102769,2,224.8088,9,1997,1,1,2,2013.3792
2806,FDJ60,19.35,2,.062528426,7,166.9184,9,1997,1,1,2,3302.368
4141,FDL48,19.35,2,.082250863,7,48.7034,7,2004,1,2,2,534.6374
4337,FDN45,19.35,1,.118080437,2,222.6088,7,2004,1,2,2,6040.1376
4507,FDL48,19.35,2,.082266419,7,48.8034,9,1997,1,1,2,340.2238
4901,DRA24,19.35,2,.039920687,9,163.3868,7,2004,1,2,2,3439.5228
5601,FDR22,19.35,2,.018562604,2,110.5544,9,1997,1,1,2,1565.9616
5726,NCP17,19.35,1,.027714371,8,65.6168,9,1997,1,1,2,830.9184
6377,FDD05,19.35,1,.016611475,4,122.0098,9,1997,1,1,2,2651.2156
7622,FDJ60,19.35,2,.062516602,7,163.9184,7,2004,1,2,2,3137.2496
7723,FDS34,19.35,2,.076744561,2,113.4518,7,2004,1,2,2,1593.9252
8461,FDN39,19.35,2,.065507999,10,168.9816,7,2004,1,2,2,2852.2872
3685,FDV38,19.25,1,.101689151,5,54.6956,2,1987,3,3,2,163.7868
3899,FDL03,19.25,2,.027058066,10,194.811,2,1987,3,3,2,2749.754
4848,FDU16,19.25,2,.058226609,4,85.2908,2,1987,3,3,2,671.1264
5956,NCO06,19.25,1,.107940533,3,35.5558,2,1987,3,3,2,305.6022
7377,FDH26,19.25,2,.03467086,6,141.8496,2,1987,3,3,2,2399.5432
768,FDU16,19.25,2,.058365706,4,82.1908,10,1999,2,1,2,2432.8332
4182,FDH26,19.25,2,.034753686,6,141.5496,10,1999,2,1,2,1976.0944
8169,FDV38,19.25,1,.101932076,5,54.5956,10,1999,2,1,2,764.3384
356,FDH26,19.25,2,.034699737,6,141.7496,9,1997,1,1,2,4093.3384
1004,NCO06,19.25,1,.108010006,3,33.3558,7,2004,1,2,2,713.0718
2712,NCO06,19.25,1,.108030434,3,32.4558,9,1997,1,1,2,101.8674
3062,FDH26,19.25,2,.034693175,6,140.1496,7,2004,1,2,2,1552.6456
4225,FDV38,19.25,1,.1017546,5,55.1956,7,2004,1,2,2,491.3604
988,NCJ31,19.2,1,.182501773,16,239.2196,2,1987,3,3,2,5061.4116
2064,FDZ52,19.2,1,.099991245,4,112.7886,2,1987,3,3,2,1779.0176
4394,FDB23,19.2,2,.005583951,13,226.9062,2,1987,3,3,2,4514.124
349,NCB07,19.2,1,.077628053,3,197.611,10,1999,2,1,2,3142.576
604,FDZ52,19.2,1,.100230114,4,112.9886,10,1999,2,1,2,1667.829
2318,NCJ31,19.2,1,.18293775,16,243.0196,10,1999,2,1,2,3615.294
5243,NCG42,19.2,1,.041291929,3,130.131,10,1999,2,1,2,1038.648
5907,FDX07,19.2,2,.022954444,1,184.495,10,1999,2,1,2,4028.09
8233,FDV01,19.2,2,.085082648,6,153.5314,10,1999,2,1,2,2171.8396
1159,FDS10,19.2,1,.035185588,2,181.3318,9,1997,1,1,2,1443.4544
1324,NCJ31,19.2,1,.182653772,16,243.0196,9,1997,1,1,2,3374.2744
1492,FDX07,19.2,2,.022914478,1,181.195,7,2004,1,2,2,2380.235
2202,FDZ52,19.2,1,.100055601,4,112.4886,7,2004,1,2,2,1223.0746
2211,NCG42,19.2,1,.041220035,3,131.231,7,2004,1,2,2,3635.268
4295,NCG42,19.2,1,.041227831,3,129.831,9,1997,1,1,2,1947.465
7697,FDZ52,19.2,1,.100074524,4,110.2886,9,1997,1,1,2,778.3202
8420,FDU28,19.2,2,.09391835,4,189.8214,9,1997,1,1,2,942.107
2145,NCM30,19.1,1,.067239404,3,39.6796,2,1987,3,3,2,660.4736
3607,FDX19,19.1,1,.096653315,1,235.1958,2,1987,3,3,2,4673.916
4206,FDI20,19.1,1,.038531668,1,210.6586,2,1987,3,3,2,5487.5236
8050,DRF03,19.1,1,.045270426,5,38.8138,2,1987,3,3,2,731.0484
2259,NCM30,19.1,1,.067400032,3,41.9796,10,1999,2,1,2,784.3124
2770,FDH44,19.1,2,.025912378,1,146.8418,10,1999,2,1,2,1765.7016
2818,DRF03,19.1,1,.045378573,5,42.4138,10,1999,2,1,2,243.6828
3315,FDX19,19.1,1,.09688421,1,233.5958,10,1999,2,1,2,2336.958
5198,NCC18,19.1,1,.177545624,3,172.4422,10,1999,2,1,2,3621.2862
6945,NCN14,19.1,1,.092060694,16,183.7608,10,1999,2,1,2,4777.7808
310,FDX19,19.1,1,.096715523,1,235.0958,7,2004,1,2,2,3038.0454
789,DRF03,19.1,1,.045299563,5,38.8138,7,2004,1,2,2,365.5242
797,FDX19,19.1,1,.096733815,1,233.1958,9,1997,1,1,2,5141.3076
2878,FDI20,19.1,1,.03856376,1,209.2586,9,1997,1,1,2,3165.879
4257,NCN14,19.1,1,.091917786,16,182.7608,9,1997,1,1,2,1837.608
4660,NCC18,19.1,1,.177236497,3,172.3422,7,2004,1,2,2,2586.633
5048,FDH44,19.1,2,.025867261,1,147.6418,7,2004,1,2,2,1471.418
5294,NCM30,19.1,1,.067295406,3,41.9796,9,1997,1,1,2,701.7532
6408,DRF03,19.1,1,.045308131,5,42.5138,9,1997,1,1,2,649.8208
6753,FDH44,19.1,2,.025872153,1,145.7418,9,1997,1,1,2,882.8508
7674,NCC18,19.1,1,.177270016,3,174.0422,9,1997,1,1,2,1724.422
2279,FDC08,19,2,.103363904,1,226.172,2,1987,3,3,2,3169.208
4661,FDL04,19,1,.111830282,4,105.4622,2,1987,3,3,2,952.7598
5060,NCC06,19,1,.026963909,3,129.8336,2,1987,3,3,2,3451.5072
5914,NCA30,19,1,.129226104,3,190.5872,2,1987,3,3,2,1890.872
7884,FDP10,19,1,.127983545,2,107.6622,2,1987,3,3,2,1270.3464
2248,NCA30,19,1,.129534812,3,190.1872,10,1999,2,1,2,5105.3544
2353,FDL04,19,1,.112097433,4,105.5622,10,1999,2,1,2,1905.5196
2505,FDT32,19,2,.065735977,1,189.6214,10,1999,2,1,2,2826.321
2829,FDC08,19,2,.10361083,1,228.372,10,1999,2,1,2,905.488
3383,FDP10,19,1,.128289285,2,104.9622,10,1999,2,1,2,1164.4842
6828,NCX41,19,1,.017746826,8,210.8244,10,1999,2,1,2,2540.6928
7880,NCC06,19,1,.027028323,3,127.0336,10,1999,2,1,2,3962.8416
197,FDB41,19,2,.097313129,4,48.0718,9,1997,1,1,2,992.7078
404,NCX41,19,1,.017719277,8,211.0244,9,1997,1,1,2,3811.0392
586,FDP10,19,1,.128065918,2,104.3622,7,2004,1,2,2,1905.5196
2781,FDL04,19,1,.111923422,4,106.5622,9,1997,1,1,2,2117.244
3621,NCC06,19,1,.026986367,3,127.1336,9,1997,1,1,2,2812.3392
4586,FDP10,19,1,.128090139,2,107.0622,9,1997,1,1,2,1376.2086
4713,FDL04,19,1,.111902259,4,105.4622,7,2004,1,2,2,1905.5196
5377,FDT32,19,2,.065621523,1,186.5214,7,2004,1,2,2,5275.7992
5811,FDB41,19,2,.097294728,4,47.7718,7,2004,1,2,2,1039.9796
7055,FDM34,19,1,.067447572,2,132.9626,9,1997,1,1,2,1967.439
7850,NCA30,19,1,0,3,189.1872,9,1997,1,1,2,567.2616
7910,FDC08,19,2,.103449993,1,225.472,9,1997,1,1,2,3169.208
8068,FDT32,19,2,.065633934,1,186.5214,9,1997,1,1,2,2261.0568
8070,NCA30,19,1,.129309277,3,188.8872,7,2004,1,2,2,3592.6568
21,FDN22,18.85,2,.138190277,2,250.8724,2,1987,3,3,2,3775.086
659,NCL18,18.85,1,.167444431,3,194.6136,2,1987,3,3,2,1166.4816
1348,FDD50,18.85,1,.141524348,6,168.4132,2,1987,3,3,2,2874.9244
1836,NCL42,18.85,1,.040338009,3,246.7144,2,1987,3,3,2,6615.3888
4283,NCU41,18.85,1,.0520115,8,190.3846,2,1987,3,3,2,3630.6074
4357,DRP35,18.85,1,.09079168,12,127.1336,2,1987,3,3,2,3579.3408
5871,FDG26,18.85,1,.042614361,6,255.333,2,1987,3,3,2,1794.331
6061,FDA57,18.85,1,.03961061,2,41.648,2,1987,3,3,2,759.012
425,NCU41,18.85,1,.05213575,8,190.1846,10,1999,2,1,2,6687.961
821,DRP35,18.85,1,.091008572,12,129.6336,10,1999,2,1,2,3195.84
1593,NCL18,18.85,1,.167844438,3,193.9136,10,1999,2,1,2,3110.6176
4170,DRI23,18.85,1,.137410256,12,161.7578,10,1999,2,1,2,1604.578
4885,NCL42,18.85,1,.040434372,3,244.3144,10,1999,2,1,2,5635.3312
5966,FDD50,18.85,1,.141862435,6,171.0132,10,1999,2,1,2,4396.9432
6350,FDG26,18.85,1,.042716162,6,257.833,10,1999,2,1,2,3332.329
6851,NCV17,18.85,1,.016132592,8,130.2626,10,1999,2,1,2,3016.7398
7717,FDT26,18.85,2,.068059156,5,120.344,10,1999,2,1,2,1797.66
243,NCU41,18.85,1,.052044976,8,192.1846,7,2004,1,2,2,3248.4382
590,NCU41,18.85,1,.052054819,8,189.1846,9,1997,1,1,2,2101.9306
758,FDD50,18.85,1,.141642219,6,168.1132,9,1997,1,1,2,2874.9244
1295,FDG26,18.85,1,.042641788,6,257.833,7,2004,1,2,2,5382.993
1623,FDU48,18.85,1,.055347985,7,131.5284,7,2004,1,2,2,1581.9408
1737,FDT26,18.85,2,.067953506,5,119.044,9,1997,1,1,2,2396.88
1802,NCV17,18.85,1,.016104504,8,130.2626,7,2004,1,2,2,2360.9268
1900,FDT26,18.85,2,.067940657,5,119.044,7,2004,1,2,2,1198.44
2549,NCL18,18.85,1,.16758389,3,194.6136,9,1997,1,1,2,2721.7904
3271,DRP35,18.85,1,.090850115,12,126.6336,7,2004,1,2,2,1150.5024
3623,FDU39,18.85,1,.036037952,10,58.4562,9,1997,1,1,2,711.0744
5292,DRP35,18.85,1,.090867297,12,127.3336,9,1997,1,1,2,3962.8416
5644,FDD50,18.85,1,.141615436,6,169.0132,7,2004,1,2,2,1860.2452
6974,NCL18,18.85,1,.167552202,3,193.1136,7,2004,1,2,2,2332.9632
7238,FDU39,18.85,1,.036031137,10,60.4562,7,2004,1,2,2,1125.8678
7842,DRI23,18.85,1,0,12,162.0578,7,2004,1,2,2,3209.156
8217,NCV17,18.85,1,.016107549,8,129.7626,9,1997,1,1,2,3016.7398
2900,NCI42,18.75,1,.01035692,3,208.3954,2,1987,3,3,2,2709.1402
3719,FDJ22,18.75,1,.052766297,2,189.7504,2,1987,3,3,2,2492.7552
4795,NCQ50,18.75,1,.034278798,3,214.1218,2,1987,3,3,2,4488.1578
6048,DRD27,18.75,1,.023820082,5,97.6042,2,1987,3,3,2,1488.063
1959,NCM53,18.75,1,.052121825,8,104.828,10,1999,2,1,2,2343.616
2464,NCQ50,18.75,1,.034360687,3,215.7218,10,1999,2,1,2,4274.436
3729,DRD27,18.75,1,.023876985,5,97.4042,10,1999,2,1,2,2281.6966
4995,NCI42,18.75,1,.010381661,3,207.8954,10,1999,2,1,2,2292.3494
1767,NCI42,18.75,1,.010365546,3,207.0954,9,1997,1,1,2,3125.931
2156,NCQ50,18.75,1,.034307348,3,215.2218,9,1997,1,1,2,4701.8796
3377,FDJ22,18.75,1,.052800258,2,193.2504,7,2004,1,2,2,2684.5056
3565,NCI42,18.75,1,.010363586,3,207.1954,7,2004,1,2,2,1667.1632
5516,NCM53,18.75,1,.052040915,8,105.728,9,1997,1,1,2,2024.032
5743,NCQ50,18.75,1,0,3,213.3218,7,2004,1,2,2,3419.5488
4597,NCJ05,18.7,1,.04604992,8,151.9682,2,1987,3,3,2,3354.3004
5128,FDI52,18.7,1,.104591027,4,121.4072,2,1987,3,3,2,2450.144
7678,FDP33,18.7,1,.089197963,2,257.3672,2,1987,3,3,2,2045.3376
8141,DRH25,18.7,1,.014580886,9,50.2324,2,1987,3,3,2,623.1888
2135,FDI52,18.7,1,.104840884,4,122.1072,10,1999,2,1,2,490.0288
2689,FDT38,18.7,1,.0576269,5,83.3566,10,1999,2,1,2,1860.2452
3744,NCJ05,18.7,1,.046159928,8,152.3682,10,1999,2,1,2,1677.1502
8172,FDR08,18.7,1,.037681448,1,111.0886,10,1999,2,1,2,222.3772
730,FDP33,18.7,1,.089272253,2,254.7672,9,1997,1,1,2,5113.344
2456,NCJ05,18.7,1,.046088273,8,153.6682,9,1997,1,1,2,3506.7686
2607,DRH25,18.7,1,0,9,52.2324,7,2004,1,2,2,467.3916
3347,FDR08,18.7,1,.03761584,1,109.1886,7,2004,1,2,2,1890.2062
4130,FDP52,18.7,2,0,4,229.201,7,2004,1,2,2,3215.814
5582,FDU03,18.7,2,.091560606,10,182.3292,7,2004,1,2,2,3831.0132
5699,FDR08,18.7,1,.037622954,1,110.7886,9,1997,1,1,2,1334.2632
5904,FDI52,18.7,1,.104658344,4,121.2072,7,2004,1,2,2,1470.0864
6541,FDP52,18.7,2,.070691729,4,230.201,9,1997,1,1,2,5742.525
7112,NCJ05,18.7,1,.046079558,8,151.5682,7,2004,1,2,2,1982.0866
4228,FDE46,18.6,1,.01575657,2,153.1366,2,1987,3,3,2,3173.8686
4759,FDN13,18.6,1,.151931742,14,101.1358,2,1987,3,3,2,1105.8938
6415,NCI55,18.6,1,.012643035,3,119.8414,2,1987,3,3,2,365.5242
7197,NCS17,18.6,1,.080434451,8,93.4436,2,1987,3,3,2,1701.7848
7245,FDU27,18.6,2,.17133418,10,48.8376,2,1987,3,3,2,287.6256
7461,FDN21,18.6,1,.076791671,2,161.0236,2,1987,3,3,2,3705.8428
146,FDP16,18.6,1,.039355947,4,246.3802,10,1999,2,1,2,7370.406
1317,FDY46,18.6,1,.047964395,2,185.0898,10,1999,2,1,2,2993.4368
2671,FDN21,18.6,1,.076975118,2,161.8236,10,1999,2,1,2,1611.236
6053,NCI55,18.6,1,.012673238,3,121.5414,10,1999,2,1,2,4020.7662
6759,FDN13,18.6,1,.152294691,14,98.9358,10,1999,2,1,2,1508.037
7373,FDU27,18.6,2,.17174348,10,48.8376,10,1999,2,1,2,1294.3152
8476,NCS17,18.6,1,.080626601,8,92.5436,10,1999,2,1,2,378.1744
1069,FDP16,18.6,1,.039294854,4,246.6802,9,1997,1,1,2,2702.4822
1493,FDN13,18.6,1,.152058281,14,99.9358,9,1997,1,1,2,201.0716
2073,FDE46,18.6,1,.015766712,2,152.9366,7,2004,1,2,2,1662.5026
3798,FDN21,18.6,1,.076855628,2,161.0236,9,1997,1,1,2,483.3708
5056,NCJ19,18.6,1,.118180011,16,56.2588,9,1997,1,1,2,1030.6584
5261,FDN21,18.6,1,.076841095,2,162.2236,7,2004,1,2,2,2900.2248
6291,NCI55,18.6,1,.012651172,3,123.1414,7,2004,1,2,2,2314.9866
8229,FDE46,18.6,1,.015769693,2,152.1366,9,1997,1,1,2,1813.6392
635,FDE58,18.5,1,.052025392,2,118.4124,2,1987,3,3,2,2370.248
1215,NCN07,18.5,1,.03391645,16,130.9284,2,1987,3,3,2,1713.7692
4744,FDK55,18.5,1,.025740259,10,89.4172,2,1987,3,3,2,1605.9096
5773,FDA03,18.5,2,.045425939,5,144.9102,2,1987,3,3,2,1895.5326
6873,FDI41,18.5,2,.062205112,4,148.3418,2,1987,3,3,2,1765.7016
1245,FDE58,18.5,1,.052149675,2,118.3124,10,1999,2,1,2,1540.6612
3144,NCN07,18.5,1,.033997473,16,129.9284,10,1999,2,1,2,1845.5976
7773,FDA03,18.5,2,.045534457,5,146.3102,10,1999,2,1,2,3645.255
12,FDA03,18.5,2,.045463773,5,144.1102,9,1997,1,1,2,2187.153
748,FDA03,18.5,2,0,5,144.2102,7,2004,1,2,2,2041.3428
2334,FDI41,18.5,2,.062256921,4,148.0418,9,1997,1,1,2,2059.9852
3445,FDK55,18.5,1,.025756826,10,87.2172,7,2004,1,2,2,802.9548
3547,NCN07,18.5,1,.033944698,16,129.9284,9,1997,1,1,2,1054.6272
7011,FDI41,18.5,2,.062245149,4,145.8418,7,2004,1,2,2,5591.3884
7503,NCN07,18.5,1,.033938279,16,132.5284,7,2004,1,2,2,1318.284
2347,FDC32,18.35,1,.099026525,1,93.8462,2,1987,3,3,2,1295.6468
3529,FDY16,18.35,2,.092150005,4,184.8266,2,1987,3,3,2,3872.9586
3764,NCW53,18.35,1,.0304697,8,191.3162,2,1987,3,3,2,1346.9134
4783,DRF15,18.35,1,0,5,151.934,2,1987,3,3,2,306.268
4844,NCF18,18.35,1,.088908547,3,192.8504,2,1987,3,3,2,2876.256
5260,FDW32,18.35,2,.094218363,1,83.9882,2,1987,3,3,2,1202.4348
5682,DRJ23,18.35,1,.041634206,12,188.1872,2,1987,3,3,2,3781.744
8298,DRL23,18.35,1,.015291576,12,106.1938,2,1987,3,3,2,1607.907
1124,NCI18,18.35,1,.014045832,3,222.7746,10,1999,2,1,2,1570.6222
3731,DRL23,18.35,1,.015328106,12,107.5938,10,1999,2,1,2,1822.2946
7448,NCW53,18.35,1,.030542489,8,193.1162,10,1999,2,1,2,2693.8268
2728,FDY16,18.35,2,.092226754,4,184.4266,9,1997,1,1,2,3504.1054
3672,DRL23,18.35,1,.015301418,12,105.2938,7,2004,1,2,2,2036.6822
3836,NCI18,18.35,1,.014024028,3,224.5746,9,1997,1,1,2,2692.4952
3915,FDW32,18.35,2,.094279004,1,86.3882,7,2004,1,2,2,1545.9876
6108,FDC32,18.35,1,.099090261,1,94.0462,7,2004,1,2,2,555.2772
6950,FDW32,18.35,2,.094296835,1,84.3882,9,1997,1,1,2,1116.5466
7186,DRF15,18.35,1,.03321399,5,154.934,9,1997,1,1,2,1225.072
497,FDW28,18.25,1,.088750333,4,196.5452,2,1987,3,3,2,2348.9424
1377,FDH35,18.25,1,.060198496,13,162.9526,2,1987,3,3,2,1151.1682
1614,FDK52,18.25,1,.079152918,4,223.8062,2,1987,3,3,2,4288.4178
4624,DRJ47,18.25,1,.04421348,12,173.408,2,1987,3,3,2,1038.648
4915,FDD52,18.25,2,.183142346,5,110.357,2,1987,3,3,2,2087.283
5474,FDM10,18.25,1,.075908374,2,213.4218,2,1987,3,3,2,3846.9924
5528,FDU34,18.25,1,.075132353,2,125.9046,2,1987,3,3,2,2365.5874
6237,FDL44,18.25,1,.012264903,1,162.8894,2,1987,3,3,2,3397.5774
7695,FDR09,18.25,1,.077659918,2,260.2962,2,1987,3,3,2,1035.9848
1642,FDB59,18.25,1,.015302653,2,198.0084,10,1999,2,1,2,793.6336
2506,FDM10,18.25,1,.076089711,2,212.9218,10,1999,2,1,2,3846.9924
2550,FDN57,18.25,1,.054318517,2,140.9154,10,1999,2,1,2,6381.693
3149,FDY15,18.25,2,.171093639,5,155.663,10,1999,2,1,2,2034.019
6277,FDR09,18.25,1,.07784544,2,260.5962,10,1999,2,1,2,3884.943
7009,FDK52,18.25,1,.079342006,4,226.0062,10,1999,2,1,2,1805.6496
7042,FDH35,18.25,1,.060342304,13,165.9526,10,1999,2,1,2,1644.526
7643,FDD52,18.25,2,.183579854,5,110.857,10,1999,2,1,2,1977.426
7920,FDU34,18.25,1,.075311837,2,122.6046,10,1999,2,1,2,2988.1104
483,FDW28,18.25,1,0,4,196.8452,9,1997,1,1,2,3327.6684
744,FDB59,18.25,1,.015278899,2,199.0084,9,1997,1,1,2,3174.5344
1181,FDY15,18.25,2,.170795745,5,154.463,7,2004,1,2,2,2190.482
1236,FDL44,18.25,1,.012272797,1,160.2894,7,2004,1,2,2,3235.788
1647,FDD52,18.25,2,.18329488,5,111.657,9,1997,1,1,2,1537.998
2308,FDW28,18.25,1,.088807455,4,197.3452,7,2004,1,2,2,2740.4328
3100,FDU34,18.25,1,.07518071,2,126.2046,7,2004,1,2,2,1618.5598
3521,FDD52,18.25,2,.183260221,5,108.557,7,2004,1,2,2,1208.427
4015,FDN57,18.25,1,.054234197,2,142.0154,9,1997,1,1,2,2269.0464
4361,FDR09,18.25,1,.077709902,2,259.6962,7,2004,1,2,2,5438.9202
5185,FDN57,18.25,1,.054223942,2,142.0154,7,2004,1,2,2,2127.231
5705,FDM10,18.25,1,.07595723,2,214.1218,7,2004,1,2,2,1282.3308
6457,DRJ47,18.25,1,.044250304,12,174.708,9,1997,1,1,2,2423.512
378,FDF45,18.2,2,.012194556,1,57.7904,2,1987,3,3,2,1464.76
1016,FDR43,18.2,1,.161355122,1,38.319,2,1987,3,3,2,585.904
2691,NCY17,18.2,1,.162960415,8,43.5086,2,1987,3,3,2,1070.6064
2872,FDP07,18.2,1,.08982696,1,197.111,2,1987,3,3,2,589.233
3926,FDV46,18.2,1,.012597384,2,141.218,2,1987,3,3,2,2936.178
1982,FDE08,18.2,1,.049396364,1,146.4734,10,1999,2,1,2,3563.3616
2947,FDR43,18.2,1,.161740582,1,38.419,10,1999,2,1,2,805.618
3323,FDV46,18.2,1,.012627478,2,140.818,10,1999,2,1,2,3495.45
4900,FDI08,18.2,2,.066400129,1,250.1092,10,1999,2,1,2,5727.2116
