Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDB57,20.25,2,0.018801549,1,222.1772,OUT035,2004,2,1,1,0.4233397939406304
NCT54,8.695,1,0.119721451,2,95.5094,OUT049,1999,1,0,1,0.09226767316127715
DRF49,7.27,0,0.071222087,0,113.5518,OUT045,2002,1,1,1,0.04105885953279609
FDM25,12.857645184136183,2,0.060371962,1,174.0712,OUT027,1985,1,2,3,0.293685606447006
FDF20,12.85,0,0.033287541,1,198.4768,OUT045,2002,1,1,1,0.10313169437927167
FDH27,7.075,0,0.05858462,1,142.7128,OUT018,2009,1,2,2,0.1406712230949709
FDV60,12.857645184136183,2,0.11679292,1,196.211,OUT027,1985,1,2,3,0.41874936244006933
FDY59,8.195,0,0.031452265,1,94.3462,OUT049,1999,1,0,1,0.068346424563909
FDK36,7.09,0,0.00721395,1,47.9034,OUT035,2004,2,1,1,0.04212996021626033
NCM31,6.095,1,0.081196619,2,141.4154,OUT046,1997,2,0,1,0.106089972457411
FDE33,19.35,2,0.049916364,1,80.2644,OUT017,2007,1,1,1,0.06967254921962665
FDU36,6.15,0,0.04627095,1,99.3384,OUT046,1997,2,0,1,0.17861879016627563
FDV13,12.857645184136183,2,0.02747716,1,87.9856,OUT027,1985,1,2,3,0.2465571763745792
FDV20,12.857645184136183,2,0.104704537,1,125.2678,OUT019,1985,2,0,0,0.016933591757625217
NCQ54,17.7,1,0.012540003,2,167.0474,OUT035,2004,2,1,1,0.449097215138223
FDO23,17.85,0,0.147023834,1,93.7436,OUT018,2009,1,2,2,0.08436193002142202
DRE60,9.395,0,0.159657596,0,224.972,OUT045,2002,1,1,1,0.587065184127308
DRP47,15.75,0,0.141398626,0,250.5382,OUT017,2007,1,1,1,0.2100887483423442
FDB21,7.475,0,0.148821808,1,241.2854,OUT045,2002,1,1,1,0.40477404876058354
FDR04,7.075,0,0.0216568475,1,98.0068,OUT018,2009,1,2,2,0.06447006018565746
FDX23,6.445,0,0.029691762,1,92.6436,OUT046,1997,2,0,1,0.07711924920942569
FDX19,19.1,0,0.096715523,1,235.0958,OUT035,2004,2,1,1,0.23018463735591144
FDD40,20.25,2,0.014790559,1,193.6162,OUT035,2004,2,1,1,0.292257472202387
FDA01,15.0,2,0.054378253,1,59.1904,OUT046,1997,2,0,1,0.03784555748240334
FDS33,6.67,2,0.123428594,1,89.1514,OUT046,1997,2,0,1,0.18060797714985208
FDM50,12.857645184136183,2,0.029943463,1,60.222,OUT027,1985,1,2,3,0.12598184229317555
FDB29,16.7,2,0.052368061,1,112.7176,OUT013,1987,0,2,1,0.05885953279608284
FDF46,7.07,0,0.093861144,1,115.5834,OUT045,2002,1,1,1,0.09451188411710701
FDA33,6.48,0,0.033968647,1,148.0076,OUT045,2002,1,1,1,0.06538814648576967
FDC08,19.0,2,0.173154079,1,228.272,OUT010,1998,1,2,0,0.03213302050392737
FDB53,13.35,0,0.139735226,1,147.5392,OUT045,2002,1,1,1,0.2945016831582169
FDY31,12.857645184136183,0,0.043351896,1,146.6418,OUT027,1985,1,2,3,0.3356115474854636
DRQ35,12.857645184136183,0,0.042086652,0,122.4388,OUT027,1985,1,2,3,0.41487299806181777
FDX36,9.695,2,0.12848269,1,223.9404,OUT049,1999,1,0,1,0.37672141181271035
DRD13,15.0,0,0.049357077,0,62.6168,OUT017,2007,1,1,1,0.07089666428644292
FDC52,11.15,2,0.008326735,1,149.9708,OUT017,2007,1,1,1,0.14730184637355911
FDB45,20.85,0,0.021362955,1,103.2306,OUT049,1999,1,0,1,0.18162807303886563
NCK19,9.8,1,0.151420934,2,194.3478,OUT010,1998,1,2,0,0.027134550647760894
FDV51,16.35,0,0.032511818,1,165.0842,OUT013,1987,0,2,1,0.07365092318677956
FDZ35,9.6,2,0.022323658,1,101.299,OUT045,2002,1,1,1,0.13184739365500356
NCW17,12.857645184136183,1,0.019292355,2,129.9994,OUT027,1985,1,2,3,0.2533918188309701
FDV59,13.35,0,0.048124443,1,216.7166,OUT045,2002,1,1,1,0.2976639804141589
DRH39,20.7,0,0.09261307,0,76.367,OUT013,1987,0,2,1,0.020911965724778128
FDN60,12.857645184136183,0,0.094697274,1,158.4604,OUT027,1985,1,2,3,0.32520656941752524
FDU55,16.2,0,0.035984104,1,260.6278,OUT045,2002,1,1,1,0.3364786289911252
FDN58,12.857645184136183,2,0.056596985,1,230.9984,OUT027,1985,1,2,3,0.707436499030909
FDC41,12.857645184136183,0,0.2047,1,76.867,OUT019,1985,2,0,0,0.015046414362950119
FDO01,12.857645184136183,2,0.020618324,1,129.3994,OUT027,1985,1,2,3,0.15495256554116088
NCO43,5.5,1,0.04709821,2,101.3016,OUT046,1997,2,0,1,0.25328980924206873
FDQ07,15.1,2,0.087584126,1,221.7456,OUT045,2002,1,1,1,0.4885239212485974
FDF28,15.7,2,0.038078899,1,122.9046,OUT017,2007,1,1,1,0.15005610527389573
FDM01,7.895,2,0.095102092,1,104.4332,OUT017,2007,1,1,1,0.21738243394879117
FDY49,12.857645184136183,2,0.011953902,1,164.5184,OUT027,1985,1,2,3,0.21248597368152605
FDR24,17.35,2,0.062799379,1,88.183,OUT013,1987,0,2,1,0.03876364378251556
NCY18,7.285,1,0.031125709,2,174.3054,OUT013,1987,0,2,1,0.33280628379067634
NCY30,20.25,1,0.026005891,2,180.9976,OUT045,2002,1,1,1,0.2055493216362338
FDJ22,12.857645184136183,0,0.09246392,1,190.9504,OUT019,1985,2,0,0,0.026828521881056822
DRI37,15.85,0,0.107765165,0,59.5904,OUT049,1999,1,0,1,0.05131082321738244
FDL27,6.17,0,0.010647477,1,66.3826,OUT049,1999,1,0,1,0.14587371212894013
NCO30,19.5,1,0.015749341,2,182.2608,OUT049,1999,1,0,1,0.2508415791084362
NCB07,19.2,1,0.077628053,2,197.611,OUT049,1999,1,0,1,0.23819239008466794
FDX25,16.7,0,0.08165737440000001,1,181.2292,OUT018,2009,1,2,2,0.1931041517902683
FDP59,20.85,2,0.056695731,1,104.0648,OUT018,2009,1,2,2,0.1406712230949709
FDR59,14.5,2,0.063993068,1,260.4594,OUT045,2002,1,1,1,0.4183923288789146
FDT27,11.395,2,0.069529262,1,233.1616,OUT013,1987,0,2,1,0.4642456390900745
DRI01,7.97,0,0.034452949,0,174.0422,OUT046,1997,2,0,1,0.1956033867183515
FDU09,7.71,2,0.06670068,1,55.2956,OUT049,1999,1,0,1,0.09364480261144548
FDH26,19.25,2,0.034699737,1,141.7496,OUT046,1997,2,0,1,0.3110272365602367
FDH27,7.075,0,0.058346939,1,142.2128,OUT046,1997,2,0,1,0.23982454350708968
FDN39,12.857645184136183,2,0.065203103,1,166.0816,OUT027,1985,1,2,3,0.3830460063245945
FDH40,11.6,2,0.078929571,1,79.9276,OUT046,1997,2,0,1,0.08456594919922474
FDJ56,12.857645184136183,0,0.182514881,1,98.77,OUT027,1985,1,2,3,0.20401917780271342
DRN47,12.1,0,0.016895293,0,178.566,OUT018,2009,1,2,2,0.06630623278588188
NCO17,10.0,1,0.073379745,2,118.244,OUT046,1997,2,0,1,0.2086096093032745
FDX60,14.35,0,0.08075758,1,81.896,OUT045,2002,1,1,1,0.06477608895236152
FDT22,10.395,0,0.112271498,1,58.222,OUT049,1999,1,0,1,0.047944506783637666
FDX26,12.857645184136183,0,0.153741385,1,182.6292,OUT019,1985,2,0,0,0.011425073956951956
FDG45,8.1,0,0.127929521,1,211.4902,OUT013,1987,0,2,1,0.27404876058349487
FDD44,8.05,2,0.07838564,1,256.4646,OUT035,2004,2,1,1,0.39222686932571665
FDS15,9.195,2,0.078502143,1,108.7596,OUT017,2007,1,1,1,0.19575640110170356
FDL51,20.7,2,0.047684831,1,212.5876,OUT018,2009,1,2,2,0.09599102315617668
FDL32,15.7,2,0.123159656,1,110.1544,OUT017,2007,1,1,1,0.09170662042231971
FDZ07,12.857645184136183,2,0.0831167354,1,60.2194,OUT027,1985,1,2,3,0.13026624502703252
NCW53,12.857645184136183,1,0.053392944,2,193.8162,OUT019,1985,2,0,0,0.026930531469958177
NCA54,16.5,1,0.036715907,2,180.0318,OUT045,2002,1,1,1,0.3015403447924105
FDX09,9.0,0,0.065236932,1,176.437,OUT035,2004,2,1,1,0.5921656635723759
FDO51,6.785,2,0.041947547,1,41.2112,OUT013,1987,0,2,1,0.059471590329490974
FDW49,19.5,0,0.082888496,1,178.6002,OUT018,2009,1,2,2,0.09349178822809344
FDB27,7.575,0,0.055390121,1,195.2768,OUT046,1997,2,0,1,0.43527491584208916
FDF45,18.2,2,0.012194556,1,57.7904,OUT013,1987,0,2,1,0.10966030806895849
FDV02,16.75,0,0.060495243,1,169.8106,OUT013,1987,0,2,1,0.24650617158012852
FDY28,7.47,2,0.12070057233333333,1,214.3218,OUT035,2004,2,1,1,0.32490054065082113
FDX31,12.857645184136183,2,0.014753811,1,231.7958,OUT027,1985,1,2,3,0.4092114658777925
FDR43,12.857645184136183,0,0.160707489,1,38.019,OUT027,1985,1,2,3,0.09843925328980925
FDP51,13.85,2,0.085622362,1,119.4124,OUT018,2009,1,2,2,0.1699479751096603
FDL52,6.635,2,0.046350909,1,37.4506,OUT017,2007,1,1,1,0.08757523207181475
FDR44,6.11,2,0.102920886,1,130.4968,OUT046,1997,2,0,1,0.26736713251045596
FDB34,15.25,0,0.026604781,1,86.2198,OUT035,2004,2,1,1,0.04422115678873814
FDC50,15.85,0,0.1302718615714286,1,96.4094,OUT035,2004,2,1,1,0.09226767316127715
FDT57,15.2,0,0.031860325,1,235.1248,OUT010,1998,1,2,0,0.033765173926349076
FDP22,12.857645184136183,2,0.08282697433333333,1,52.6666,OUT027,1985,1,2,3,0.05243292869529736
DRE49,20.75,0,0.021250002,0,150.5024,OUT046,1997,2,0,1,0.19514434356829544
FDM40,10.195,0,0.159936948,1,143.2154,OUT046,1997,2,0,1,0.19300214220136694
FDY32,7.605,0,0.129503146,1,164.021,OUT045,2002,1,1,1,0.2973579516474549
FDW07,18.0,2,0.142688846,1,88.5514,OUT046,1997,2,0,1,0.05850249923492808
FDU02,12.857645184136183,0,0.179484411,1,228.9352,OUT019,1985,2,0,0,0.06763235744159951
NCF18,18.35,1,0.089163056,2,191.3504,OUT045,2002,1,1,1,0.24716923390798737
FDQ56,6.59,0,0.105761491,1,84.8908,OUT049,1999,1,0,1,0.12598184229317555
FDN58,13.8,2,0.056960814,1,230.0984,OUT049,1999,1,0,1,0.2814444557788432
FDG35,21.2,2,0.00704098,1,173.5738,OUT046,1997,2,0,1,0.22375803325512597
FDY34,10.5,2,0.011026594,1,166.4842,OUT018,2009,1,2,2,0.20065286136896868
NCE19,8.97,1,0.093203257,2,52.7956,OUT045,2002,1,1,1,0.07691523003162297
NCK31,12.857645184136183,1,0.026916794,2,50.9666,OUT027,1985,1,2,3,0.05243292869529736
NCJ29,10.6,1,0.035264298,2,86.1224,OUT045,2002,1,1,1,0.030092828725900238
FDT59,13.65,0,0.015908424,1,231.1668,OUT035,2004,2,1,1,0.5268795266755075
NCX41,19.0,1,0.017719277,2,211.0244,OUT046,1997,2,0,1,0.28940120371314904
FDU45,12.857645184136183,2,0.035334201,1,115.3518,OUT027,1985,1,2,3,0.1718861572987861
FDW24,12.857645184136183,0,0.065652494,1,48.9034,OUT019,1985,2,0,0,0.0011731102723656025
FDF22,6.865,0,0.056919038,1,212.8218,OUT049,1999,1,0,1,0.43950831378149546
FDM60,10.8,2,0.048143292,1,40.2138,OUT046,1997,2,0,1,0.05034173212281955
FDR02,16.7,0,0.022047313,1,110.2886,OUT013,1987,0,2,1,0.14225237172294194
DRP35,12.857645184136183,0,0.090427268,0,126.2336,OUT027,1985,1,2,3,0.24227277364072222
FDS48,15.15,0,0.027779254,1,150.1708,OUT046,1997,2,0,1,0.1127205957359992
NCZ42,10.5,1,0.0090443174,2,238.3248,OUT010,1998,1,2,0,0.05192288075079057
FDZ38,17.6,0,0.008033611,1,174.2422,OUT018,2009,1,2,2,0.32770580434560853
FDH19,19.35,0,0.033088472,1,175.4738,OUT046,1997,2,0,1,0.03738651433234724
NCB55,15.7,1,0.160663021,2,59.4562,OUT046,1997,2,0,1,0.06100173416301133
FDC15,18.1,0,0.178975721,1,155.5288,OUT017,2007,1,1,1,0.11782107518106702
FDF11,10.195,2,0.017627888,1,239.6538,OUT035,2004,2,1,1,0.18157706824441497
FDW35,12.857645184136183,0,0.0194158,1,41.6454,OUT019,1985,2,0,0,0.0038763643782515553
FDB44,6.655,0,0.016993225,1,211.0586,OUT045,2002,1,1,1,0.06212383964092626
NCC06,19.0,1,0.027139013,2,127.3336,OUT017,2007,1,1,1,0.22268693257166172
FDR04,7.075,0,0.03777249,1,98.0068,OUT010,1998,1,2,0,0.019789860246863206
FDB17,13.15,0,0.036746479,1,181.2976,OUT045,2002,1,1,1,0.24716923390798737
FDW43,20.1,2,0.022460102,1,226.8036,OUT049,1999,1,0,1,0.2591043558094461
FDA27,20.35,2,0.0247992546,1,256.7672,OUT018,2009,1,2,2,0.4283382637967969
NCU41,18.85,1,0.05213575,2,190.1846,OUT049,1999,1,0,1,0.5097929205345303
FDY56,16.35,2,0.062508438,1,227.1062,OUT049,1999,1,0,1,0.42971539324696517
FDV39,11.3,0,0.007309544,1,196.2426,OUT018,2009,1,2,2,0.3761603590737529
FDN32,17.5,0,0.015623754,1,182.6266,OUT018,2009,1,2,2,0.23763133734571049
FDW07,18.0,2,0.142978223,1,87.4514,OUT045,2002,1,1,1,0.05850249923492808
FDZ27,7.935,0,0.017191055,1,51.535,OUT045,2002,1,1,1,0.062480873202081
FDW23,12.857645184136183,0,0.143592939,1,37.3164,OUT019,1985,2,0,0,0.00040803835560542694
FDU01,20.25,2,0.011995271,1,184.5924,OUT046,1997,2,0,1,0.3802917474242579
FDF10,15.5,2,0.15717236,1,149.1418,OUT049,1999,1,0,1,0.04253799857186576
DRH03,12.857645184136183,0,0.061393095,0,91.812,OUT019,1985,2,0,0,0.02601244516984597
FDW27,12.857645184136183,2,0.264124669,1,155.7314,OUT019,1985,2,0,0,0.00933387738447414
DRI13,15.35,0,0.020310046,0,218.0508,OUT013,1987,0,2,1,0.23023564215036213
NCR05,10.1,1,0.054630834,2,200.2084,OUT046,1997,2,0,1,0.1190451902478833
FDB29,16.7,2,0.052517969,1,115.4176,OUT045,2002,1,1,1,0.05008670815056616
FDL51,20.7,2,0.047565208,1,213.4876,OUT049,1999,1,0,1,0.14526165459553197
FDB11,16.0,0,0.060797393,1,223.8404,OUT013,1987,0,2,1,0.2732836886667347
FDI35,14.0,0,0.041291169,1,180.7634,OUT046,1997,2,0,1,0.1645414668978884
FDX08,12.85,0,0.022604051,1,181.4318,OUT046,1997,2,0,1,0.26007344690400896
FDP59,20.85,2,0.056580228,1,105.6648,OUT045,2002,1,1,1,0.04519024788330103
NCJ18,12.35,1,0.164196823,2,120.5124,OUT049,1999,1,0,1,0.16086912169743955
FDJ41,6.85,0,0.022976497,1,261.6594,OUT018,2009,1,2,2,0.25803325512598185
FDU08,10.3,0,0.027310252,1,101.0042,OUT035,2004,2,1,1,0.09624604712843009
FDS09,12.857645184136183,2,0.141975462,1,49.6008,OUT019,1985,2,0,0,0.0013261246557176374
DRH15,8.775,0,0.1031776815,0,45.9428,OUT013,1987,0,2,1,0.058043456084871985
NCV17,18.85,1,0.01619866,2,129.2626,OUT017,2007,1,1,1,0.23860042844027338
NCO54,12.857645184136183,1,0.014205168,2,56.7614,OUT027,1985,1,2,3,0.18795266755074977
FDE24,14.85,0,0.09344495,1,141.0812,OUT035,2004,2,1,1,0.08476996837702744
FDH53,20.5,2,0.019199733,1,84.3592,OUT046,1997,2,0,1,0.13659083953891665
FDZ13,7.84,2,0.154120252,1,51.935,OUT018,2009,1,2,2,0.01275119861266959
FDW28,18.25,0,0.089004389,1,196.7452,OUT045,2002,1,1,1,0.07242680811996328
FDU46,10.3,2,0.011117041,1,85.854,OUT013,1987,0,2,1,0.2029990819136999
NCE43,12.5,1,0.103422709,2,169.9448,OUT035,2004,2,1,1,0.2194226257268183
FDS26,12.857645184136183,0,0.089035961,1,260.5594,OUT027,1985,1,2,3,0.699020707946547
FDB14,20.25,2,0.102723919,1,93.212,OUT046,1997,2,0,1,0.14740385596246047
DRB48,12.857645184136183,2,0.024733134,0,40.2822,OUT027,1985,1,2,3,0.09675609507293685
NCC42,15.0,1,0.044871033,2,140.3838,OUT013,1987,0,2,1,0.1911659696011425
FDQ20,8.325,0,0.029760052,1,38.7138,OUT013,1987,0,2,1,0.019228807507905746
FDA13,15.85,0,0.078999287,1,38.6506,OUT017,2007,1,1,1,0.05559522595123941
FDZ15,13.1,0,0.020870744,1,117.3782,OUT046,1997,2,0,1,0.1343976333775375
NCV42,6.26,1,0.031599715,2,111.3228,OUT017,2007,1,1,1,0.18371926961134347
DRI51,17.25,0,0.042413704,0,173.1764,OUT018,2009,1,2,2,0.3395899214526165
FDO28,5.765,0,0.072284689,1,119.9098,OUT035,2004,2,1,1,0.1543915128022034
NCS54,13.6,1,0.009984847,2,175.437,OUT013,1987,0,2,1,0.1461287361011935
FDH16,10.5,0,0.052852621,1,88.783,OUT017,2007,1,1,1,0.1558196470468224
FDG24,7.975,0,0.014660821,1,85.125,OUT045,2002,1,1,1,0.20146893808017952
FDR52,12.65,2,0.076354362,1,192.1846,OUT018,2009,1,2,2,0.08528001632153422
NCH06,12.3,1,0.076709639,2,247.846,OUT045,2002,1,1,1,0.26165459553198
FDA36,5.985,0,0.005677876,1,184.8924,OUT045,2002,1,1,1,0.12506375599306332
FDU56,12.857645184136183,0,0.029597050666666666,1,184.7266,OUT027,1985,1,2,3,0.619096195042334
FDT09,15.15,2,0.012282366,1,132.5284,OUT049,1999,1,0,1,0.12873610119351217
FDU25,12.35,0,0.026681262,1,56.4246,OUT046,1997,2,0,1,0.05957359991839233
FDK41,14.3,0,0.127541722,1,84.9224,OUT046,1997,2,0,1,0.0888503519330817
NCT54,8.695,1,0.119513002,2,93.4094,OUT035,2004,2,1,1,0.06309293073548913
FDV51,16.35,0,0.054463442,1,163.8842,OUT010,1998,1,2,0,0.010149954095684994
FDM24,6.135,2,0.06347180599999999,1,151.3366,OUT045,2002,1,1,1,0.07849637865959401
NCO30,19.5,1,0.015756784,2,185.0608,OUT045,2002,1,1,1,0.16637763949811282
FDQ45,9.5,2,0.010907967,1,182.3608,OUT013,1987,0,2,1,0.22268693257166172
DRK59,8.895,0,0.07543556,0,235.8616,OUT035,2004,2,1,1,0.23084769968377028
FDW28,18.25,0,0.08468799442857143,1,196.8452,OUT046,1997,2,0,1,0.25237172294195653
FDC02,21.35,0,0.115194717,1,258.3278,OUT010,1998,1,2,0,0.03733550953789657
FDR21,19.7,0,0.066922802,1,174.837,OUT035,2004,2,1,1,0.2272263592777721
FDN48,12.857645184136183,0,0.064636203,1,90.0804,OUT027,1985,1,2,3,0.1593389778639192
FDT44,16.6,0,0.103195401,1,117.8466,OUT045,2002,1,1,1,0.06967254921962665
FDX14,12.857645184136183,0,0.13121032,1,74.0354,OUT019,1985,2,0,0,0.003213302050392737
FDH57,10.895,0,0.035747522,1,133.6284,OUT046,1997,2,0,1,0.11863715189227789
FDH28,12.857645184136183,2,0.192650072,1,37.4506,OUT019,1985,2,0,0,0.0003570335611547486
NCT41,12.857645184136183,1,0.098031771,2,151.3024,OUT019,1985,2,0,0,0.009078853412220748
FDO11,12.857645184136183,2,0.030118338,1,248.8092,OUT027,1985,1,2,3,0.264510864021218
NCP42,8.51,1,0.016201845,2,195.2478,OUT017,2007,1,1,1,0.323982454350709
FDN09,14.15,0,0.05837308,1,243.9828,OUT010,1998,1,2,0,0.05345302458431093
FDP32,6.65,0,0.087652908,1,128.8678,OUT035,2004,2,1,1,0.10461083341834133
FDV57,15.25,2,0.065999008,1,177.966,OUT049,1999,1,0,1,0.17647658879934713
FDW28,18.25,0,0.088750333,1,196.5452,OUT013,1987,0,2,1,0.17739467509945933
FDR56,12.857645184136183,2,0.100277876,1,196.8768,OUT027,1985,1,2,3,0.5409568499438948
FDA40,16.0,2,0.099252438,1,87.4856,OUT035,2004,2,1,1,0.0782413546873406
NCG42,19.2,1,0.033027114,2,127.831,OUT045,2002,1,1,1,0.09690910945628889
NCK54,12.15,1,0.014755488666666665,2,117.815,OUT017,2007,1,1,1,0.17596654085484037
FDE16,8.895,0,0.026384672,1,208.9954,OUT049,1999,1,0,1,0.3486687748648373
FDB15,10.895,0,0.228993134,1,263.4568,OUT010,1998,1,2,0,0.03784555748240334
FDC40,16.0,2,0.065431917,1,76.1986,OUT017,2007,1,1,1,0.1406712230949709
FDE53,12.857645184136183,0,0.026749991,1,106.928,OUT027,1985,1,2,3,0.2177904723043966
FDK24,9.195,0,0.09703831733333335,1,43.6744,OUT018,2009,1,2,2,0.028664694481281245
FDW31,11.35,2,0.043333912,1,201.0742,OUT018,2009,1,2,2,0.16520452922574722
NCX29,10.0,1,0.089656812,2,144.0102,OUT017,2007,1,1,1,0.12032031010915026
NCM07,9.395,1,0.039954281,2,82.4908,OUT035,2004,2,1,1,0.15168825869631744
DRN36,12.857645184136183,0,0.087854925,0,95.9752,OUT019,1985,2,0,0,0.004794450678363767
FDQ37,20.75,0,0.149404057,1,192.8478,OUT010,1998,1,2,0,0.056819341018055705
FDK43,9.8,0,0.0268952,1,128.402,OUT045,2002,1,1,1,0.18157706824441497
FDK28,5.695,0,0.065857092,1,258.5646,OUT018,2009,1,2,2,0.33301030296847905
FDR43,18.2,0,0.161817014,1,37.819,OUT045,2002,1,1,1,0.014281342446189942
FDL48,19.35,2,0.082197959,1,49.2034,OUT013,1987,0,2,1,0.0533000102009589
DRL23,18.35,0,0.015335349,0,106.6938,OUT045,2002,1,1,1,0.1042027950627359
NCX42,6.36,1,0.00599072,2,163.6526,OUT045,2002,1,1,1,0.4005916556156278
DRD37,9.8,0,0.013898123,0,46.506,OUT018,2009,1,2,2,0.02601244516984597
FDZ47,12.857645184136183,2,0.078912473,1,99.9042,OUT027,1985,1,2,3,0.24824033459145162
NCJ54,12.857645184136183,1,0.059776237,2,231.7642,OUT027,1985,1,2,3,0.4068652453330613
FDL52,6.635,2,0.04891851857142858,1,39.7506,OUT013,1987,0,2,1,0.020707946546975418
FDC15,18.1,0,0.297883712,1,156.7288,OUT010,1998,1,2,0,0.021524023258186274
NCD19,8.93,1,0.022059594,2,56.0614,OUT010,1998,1,2,0,0.018616749974497606
FDD08,8.3,0,0.03532494,1,38.9506,OUT013,1987,0,2,1,0.052687952667550754
NCN18,8.895,1,0.124967595,2,112.7544,OUT045,2002,1,1,1,0.26308272977659897
FDY56,16.35,2,0.062411404,1,225.9062,OUT046,1997,2,0,1,0.4124247679281853
NCI29,8.6,1,0.032754431,2,140.5154,OUT018,2009,1,2,2,0.019177802713455067
NCE06,12.857645184136183,1,0.160178832,2,160.2894,OUT019,1985,2,0,0,0.02223809038049577
FDC08,19.0,2,0.104035148,1,227.772,OUT017,2007,1,1,1,0.3963072528817709
FDU52,7.56,0,0.06390019,1,157.263,OUT045,2002,1,1,1,0.1892277874120167
FDN16,12.6,2,0.062648111,1,104.899,OUT013,1987,0,2,1,0.14765887993471385
NCM55,15.6,1,0.111685868,2,184.7924,OUT010,1998,1,2,0,0.025808425992043253
FDR49,8.71,0,0.233039817,1,49.5376,OUT010,1998,1,2,0,0.004794450678363767
FDC15,18.1,0,0.17824575,1,158.1288,OUT049,1999,1,0,1,0.25022952157502804
FDB53,13.35,0,0.140241213,1,150.2392,OUT017,2007,1,1,1,0.20310109150260122
FDK44,16.6,0,0.0978468356,1,173.3738,OUT046,1997,2,0,1,0.1571967764969907
FDA16,6.695,0,0.033935576,1,221.9456,OUT035,2004,2,1,1,0.16678567785371826
FDO19,12.857645184136183,2,0.016516275,1,47.4034,OUT027,1985,1,2,3,0.16500051004794447
FDO04,16.6,0,0.026537206,1,57.2614,OUT046,1997,2,0,1,0.07788432112618586
NCL19,15.35,1,0.015673267,2,145.047,OUT035,2004,2,1,1,0.2058043456084872
FDA44,19.7,0,0.089083914,1,54.593,OUT010,1998,1,2,0,0.0017851678057737427
FDR60,14.3,0,0.131152799,1,78.6328,OUT017,2007,1,1,1,0.015199428746302153
FDV37,12.857645184136183,2,0.083109455,1,195.8426,OUT027,1985,1,2,3,0.4367540548811588
FDG53,10.0,0,0.045818773,1,138.718,OUT013,1987,0,2,1,0.10455982862389065
DRG01,14.8,0,0.044869794,0,76.467,OUT035,2004,2,1,1,0.11476078751402631
FDB38,12.857645184136183,2,0.021872120000000002,1,160.692,OUT019,1985,2,0,0,0.021932061613791697
FDI27,8.71,2,0.04605781,1,43.8744,OUT049,1999,1,0,1,0.046006324594511885
FDD29,12.15,0,0.030815427,1,252.0698,OUT010,1998,1,2,0,0.07518106702029992
NCR41,17.85,1,0.01806055,2,97.0094,OUT045,2002,1,1,1,0.15791084361930022
FDW44,9.5,2,0.035205866,1,171.3448,OUT049,1999,1,0,1,0.1802509435886973
FDU21,11.8,2,0.076705948,1,34.7558,OUT035,2004,2,1,1,0.057278384168111804
FDI14,14.1,0,0.089677773,1,139.8496,OUT046,1997,2,0,1,0.12720595735999182
FDW50,12.857645184136183,0,0.132327406,1,168.4158,OUT019,1985,2,0,0,0.023054167091706622
FDN39,19.35,2,0.065520388,1,168.3816,OUT046,1997,2,0,1,0.10027542589003366
FDT31,19.75,0,0.012518707,1,190.6872,OUT017,2007,1,1,1,0.37406916250127514
FDJ14,10.3,2,0.050353695,1,78.696,OUT017,2007,1,1,1,0.13210241762725694
NCQ43,12.857645184136183,1,0.110762642,2,108.5912,OUT027,1985,1,2,3,0.12292155462613487
FDZ22,12.857645184136183,0,0.045050674,1,84.925,OUT027,1985,1,2,3,0.13133734571049677
FDU38,10.8,0,0.083016832,1,193.4504,OUT017,2007,1,1,1,0.2177904723043966
FDS32,17.75,2,0.028281253,1,139.9838,OUT045,2002,1,1,1,0.14811792308476995
DRH13,8.575,0,0.023983258,0,106.328,OUT018,2009,1,2,2,0.07089666428644292
DRF03,19.1,0,0.075836522,0,40.2138,OUT010,1998,1,2,0,0.003672345200448842
FDJ20,20.7,2,0.100330684,1,123.4388,OUT049,1999,1,0,1,0.09231867795572783
FDE22,12.857645184136183,0,0.051778173,1,157.892,OUT019,1985,2,0,0,0.021932061613791697
FDX22,6.785,2,0.022970468,1,211.0928,OUT035,2004,2,1,1,0.3359175762521677
DRM11,6.57,0,0.066014596,0,259.7278,OUT013,1987,0,2,1,0.2168213812098337
FDL58,5.78,2,0.07429945,1,264.9568,OUT045,2002,1,1,1,0.1388350504947465
FDL25,6.92,2,0.131128467,1,93.1804,OUT049,1999,1,0,1,0.11710700805875753
FDD40,20.25,2,0.014816356,1,194.1162,OUT049,1999,1,0,1,0.292257472202387
FDT08,13.65,0,0.049318315,1,149.005,OUT045,2002,1,1,1,0.1581148627971029
FDO22,13.5,2,0.017960492,1,81.596,OUT017,2007,1,1,1,0.04641436295011731
NCM41,16.5,1,0.035801238,2,92.612,OUT018,2009,1,2,2,0.040293787616035914
FDJ21,16.7,2,0.038606365,1,146.5102,OUT045,2002,1,1,1,0.20968070998673874
FDC53,8.68,0,0.008871687,1,99.7384,OUT018,2009,1,2,2,0.020095889013567278
DRK35,12.857645184136183,0,0.125793938,0,36.2506,OUT019,1985,2,0,0,0.0003570335611547486
FDQ09,7.235,0,0.058369013,1,115.2834,OUT018,2009,1,2,2,0.09451188411710701
DRB48,16.75,2,0.02370008142857143,0,39.3822,OUT046,1997,2,0,1,0.024533306130776297
DRE25,15.35,0,0.073269336,0,92.112,OUT035,2004,2,1,1,0.08313781495460575
